Name,Studio,Genres
Hellsing Ultimate,Graphinica,"Action, Horror, Seinen, Conspiracy, England, Europe, Guns, Master-Servant Relationship, Non-Human Protagonists, Overpowered Main Characters, Religion, Supernatural, Vampires, Based on a Manga, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Suicide"
Natsume's Book of Friends Season 5 Specials,Shuka,"Shoujo, Slice of Life, Bodyguards, Cats, Countryside, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga"
JoJo's Bizarre Adventure Re-Edited,David Production,"Action, Shounen, Hand to Hand Combat, Recap, Supernatural, Based on a Manga"
Parasyte -the maxim-,MADHOUSE,"Action, Drama, Horror, Sci Fi, Seinen, Aliens, Body Sharing, Psychological, Based on a Manga, Animal Abuse,, Bullying,, Explicit Violence,, Mature Themes"
Ouran High School Host Club,Bones,"Comedy, Reverse Harem, Romance, Shoujo, Crossdressing, Debt, Hosts, School Club, School Life, Social Gap, Based on a Manga"
Food Wars! The Second Plate,J.C.Staff,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, School Life, Tournaments, Based on a Manga"
Ghost in the Shell: Stand Alone Complex 2nd Gig,Production I.G,"Sci Fi, Seinen, Cyberpunk, Cyborgs, Hacking, Noir, Based on a Manga"
Barakamon,Kinema Citrus,"Comedy, Shounen, Slice of Life, Art, Countryside, Island, Iyashikei, Lifestyle Change, Based on a Manga"
Noragami Aragoto,Bones,"Action, Drama, Shounen, Ghosts, Gods, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga, Violence"
Ace of the Diamond: Act II,MADHOUSE,"Shounen, Sports, Baseball, Tournaments, Based on a Manga"
Re:ZERO -Starting Life in Another World- Season 2,WHITE FOX,"Action, Adventure, Drama, Fantasy, Cheats, Dark Fantasy, Isekai, Magic, Person in a Strange World, Psychological, Summoned Into Another World, Thriller, Time Travel, Based on a Light Novel, Explicit Violence"
Ascendance of a Bookworm: Part II,Ajia-do,"Drama, Fantasy, Apprenticeship, Cheats, Isekai, Magic, Medieval, Modern Knowledge, Person in a Strange World, Reincarnation, Based on a Light Novel"
"Kamisama Kiss: Kamisama, Shiawase ni Naru",TMS Entertainment,"Comedy, Fantasy, Romance, Shoujo, Japanese Mythology, Master-Servant Relationship, Based on a Manga"
Quanzhi Gaoshou: Tebie Pian,Colored Pencil Animation,"Action, Drama, Chinese Animation, MMORPG, RPG, Tournaments, Based on a Web Novel"
Steins;Gate 0,WHITE FOX,"Drama, Mystery, Sci Fi, Psychological, Time Travel, Based on a Visual Novel, Violence"
Golden Kamuy Season 3,Geno Studio,"Action, Adventure, Drama, Historical, Military, Based on a Manga, Violence"
Weathering With You,CoMix Wave Films,"Drama, Lifestyle Change, Supernatural, Writers, Original Work"
86: Eighty-Six - Part II,A-1 Pictures,"Action, Drama, Sci Fi, Military, War, Based on a Light Novel, Violence"
Dou Po Cangqiong 4th Season,Motion Magic,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation"
School Babysitters,Brain's Base,"Comedy, Drama, Shoujo, Slice of Life, Childcare, Iyashikei, Lifestyle Change, Orphans, School Club, School Life, Siblings, Based on a Manga"
Douluo Dalu,Sparkly Key Animation Studio,"Action, Fantasy, Chinese Animation, Cultivation, Reincarnation, Xianxia, Based on a Web Novel, CG Animation, Mature Themes,, Suicide"
The Garden of Sinners Movie 7: ......Not Nothing Heart. (Murder Speculation Part B),ufotable,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Drug Use,, Explicit Violence,, Mature Themes"
Major Season 5,Synergy SP,"Drama, Shounen, Sports, Baseball, Based on a Manga"
Bungo Stray Dogs 2nd Season,Bones,"Action, Mystery, Seinen, Detectives, Gangs, Guns, Mafia, Orphans, Supernatural, Superpowers, Based on a Manga, Violence"
Maquia: When the Promised Flower Blooms,P.A. WORKS,"Adventure, Drama, Fantasy, Childcare, Original Work, Violence"
Steins;Gate: Egoistic Poriomania,WHITE FOX,"Comedy, Sci Fi, America, Based on a Visual Novel"
Mushishi,Artland,"Fantasy, Seinen, Episodic, Iyashikei, Supernatural, Based on a Manga"
The Stranger by the Shore,Studio Hibari,"BL, Romance, Yaoi, Adult Couples, Cohabitation, Death of a Loved One, Island, LGBT Themes, Mature Romance, Orphans, Writers, Based on a Manga, Explicit Sex"
One Piece Movie 10: Strong World,Toei Animation,"Action, Adventure, Fantasy, Shounen, Island, Pirates, Superpowers, Based on a Manga"
Food Wars! The Third Plate,J.C.Staff,"Comedy, Ecchi, Shounen, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Tournaments, Based on a Manga"
Kuroko's Basketball: Last Game,Production I.G,"Shounen, Sports, Basketball, Based on a Manga"
Tengen Toppa Gurren Lagann,GAINAX,"Action, Adventure, Comedy, Mecha, Sci Fi, Combining Mecha, Post-apocalyptic, Super Robot, Original Work, Violence"
Kamisama Kiss,TMS Entertainment,"Comedy, Fantasy, Romance, Shoujo, Animal Characteristics, Gods, Interspecies Relationship, Japanese Mythology, Master-Servant Relationship, Non-Human Protagonists, Youkai, Based on a Manga"
Moriarty the Patriot,Production I.G,"Mystery, Shounen, 19th Century, Detectives, England, Europe, Historical, Sherlock Holmes, Based on a Manga"
Kuroko's Basketball: The Greatest Present,Production I.G,"Shounen, Sports, Basketball, Based on a Manga"
Kaguya-sama: Love Is War,A-1 Pictures,"Comedy, Drama, Romance, Seinen, Episodic, Love Confession, Mind Games, Romantic Comedy, School Life, Student Council, Based on a Manga"
Food Wars! Shokugeki no Souma,J.C.Staff,"Comedy, Ecchi, Shounen, Animeism, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Based on a Manga"
Mushoku Tensei: Jobless Reincarnation,Studio Bind,"Action, Adventure, Fantasy, Romance, Demons, Isekai, Magic, NEET, Person in a Strange World, Reincarnation, Based on a Light Novel, Bullying,, Mature Themes,, Sexual Content,, Violence"
Snow White with the Red Hair 2nd Season,Bones,"Drama, Fantasy, Romance, Shoujo, Adult Couples, Mature Romance, Medical, Medieval, Royalty, Social Gap, Based on a Manga"
JoJo's Bizarre Adventure: Stardust Crusaders,David Production,"Action, Adventure, Shounen, Monster-of-the-week, Proxy Battles, Supernatural, Based on a Manga, Animal Abuse,, Explicit Violence,, Mature Themes"
Natsume Yuujinchou: Itsuka Yuki no Hi ni,Brain's Base,"Drama, Shoujo, Slice of Life, Bodyguards, Cats, Countryside, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga"
Detective Conan: Episode One - The Great Detective Turned Small,TMS Entertainment,"Action, Drama, Mystery, Age Transformation, Amusement Park, Detectives, Recap, Based on a Manga, Violence"
No Game No Life,MADHOUSE,"Adventure, Ecchi, Fantasy, High Stakes Games, Isekai, NEET, Overpowered Main Characters, Person in a Strange World, PVP, Royalty, Siblings, Based on a Light Novel"
Chihayafuru 2,MADHOUSE,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga"
Gintama: Yorinuki Gintama-san on Theater 2D,Sunrise,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Parody, Samurai, Swordplay, Based on a Manga"
Legend of the Galactic Heroes,Magic Bus,"Drama, Sci Fi, Military, Outer Space, Political, Rivalries, Space Opera, War, Based on a Novel, Explicit Violence,, Nudity"
The Quintessential Quintuplets 2,Bibury Animation Studios,"Comedy, Drama, Harem, Romance, Shounen, School Life, Siblings, Tutors, Based on a Manga"
Black Butler: Book of Murder,A-1 Pictures,"Mystery, Shounen, 19th Century, Butlers, Demons, England, Europe, Master-Servant Relationship, Non-Human Protagonists, Supernatural, Based on a Manga"
Yuri!!! on Ice: Welcome to The Madness,MAPPA,"Sports, Ice Skating, Original Work"
My Neighbor Totoro,Studio Ghibli,"Fantasy, Slice of Life, Contemporary Fantasy, Countryside, Family Friendly, Family Life, Japanese Mythology, Non-Human Protagonists, Siblings, Original Work"
Food Wars! The Third Plate: Totsuki Train Arc,J.C.Staff,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, School Life, Tournaments, Based on a Manga"
Anohana: The Flower We Saw That Day,A-1 Pictures,"Drama, Romance, Childhood Friends, Coming of Age, Death of a Loved One, Ghosts, Melancholy, noitaminA, Supernatural, Unrequited Love, Original Work"
Gintama: Aizome Kaori-hen,BN Pictures,"Action, Comedy, Drama, Romance, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga"
Fate/stay night: Unlimited Blade Works 2,ufotable,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Superpowers, Urban Fantasy, Based on an Eroge, Based on a Visual Novel, Violence"
Fate/stay night: Heaven's Feel II. lost butterfly,ufotable,"Action, Fantasy, Romance, Magic, Superpowers, Based on an Eroge, Based on a Visual Novel, Emotional Abuse,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence"
Hunter x Hunter OVA 3: Greed Island Final,Nippon Animation,"Action, Adventure, Shounen, Island, Martial Arts, Superpowers, Based on a Manga, Violence"
Kuroko's Basketball,Production I.G,"Shounen, Sports, Basketball, School Club, Tournaments, Based on a Manga"
Naruto Shippuden,Pierrot,"Action, Drama, Fantasy, Shounen, Hand to Hand Combat, Ninja, Revenge, Based on a Manga"
Maid-sama!,J.C.Staff,"Comedy, Romance, Shoujo, Maids, Newly Co-ed School, Romantic Comedy, School Life, Tsundere, Based on a Manga"
Fairy Tail: Final Season,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga"
Scissor Seven 3rd Season,Sharefun Studio,"Action, Comedy, Assassins, Chinese Animation"
Fairy Tail 2,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga"
Hajime no Ippo: Champion Road,MADHOUSE,"Action, Drama, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga"
Chihayafuru 3,MADHOUSE,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga"
Haikyuu!! Riku vs Kuu,Production I.G,"Shounen, Sports, School Club, Tournaments, Volleyball, Based on a Manga"
Violet Evergarden Special,Kyoto Animation,"Drama, Melancholy, War, Based on a Light Novel"
Bakuman. 2,J.C.Staff,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga"
Spice and Wolf II,Brain's Base,"Adventure, Drama, Fantasy, Romance, Adult Couples, Animal Characteristics, Animal Transformation, Economics, God-Human Relationship, Gods, Interspecies Relationship, Mature Romance, Medieval, Non-Human Protagonists, Based on a Light Novel"
Magi: The Kingdom of Magic,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Magic School, Middle Eastern, Political, School Life, Based on a Manga"
Black Butler: Book of Circus,A-1 Pictures,"Shounen, 19th Century, Animeism, Butlers, Circus, Demons, England, Europe, Master-Servant Relationship, Nobility, Non-Human Protagonists, Supernatural, Based on a Manga, Violence"
Gintama: Shinyaku Benizakura-hen Special,Sunrise,"Comedy, Sci Fi, Shounen, Aliens, Feudal Japan, Parody, Samurai, Based on a Manga"
Yona of the Dawn,Pierrot,"Adventure, Fantasy, Romance, Shoujo, Betrayal, Death of a Loved One, Orphans, Political, Prophecy, Rebellions, Reincarnation, Royalty, Weak to Strong, Based on a Manga"
Evangelion: 3.0+1.0 Thrice Upon a Time,Khara,"Mecha, Sci Fi, Super Robot, Original Work"
Haikyuu!! Movie 2: Shousha to Haisha,Production I.G,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga"
School Babysitters Special,Brain's Base,"Comedy, Shoujo, Slice of Life, Childcare, Lifestyle Change, Orphans, Siblings, Based on a Manga"
Toilet-Bound Hanako-kun,Lerche,"Shounen, Ghosts, School Life, Supernatural, Urban Legend, Based on a Manga, Explicit Violence"
Shelter,A-1 Pictures,"Drama, Sci Fi, Loneliness, Virtual Reality, Original Work"
Scissor Seven 2nd Season,Sharefun Studio,"Action, Comedy, Amnesia, Assassins, Birds, Chinese Animation"
Non Non Biyori Nonstop,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, School Life, Based on a Manga"
Samurai Champloo,Manglobe,"Action, Adventure, Comedy, Drama, Episodic, Feudal Japan, Historical, Samurai, Swordplay, Original Work, Nudity,, Violence"
Run with the Wind,Production I.G,"Drama, Sports, Apartment Life, Boarding House, College, Lifestyle Change, Racing, Running, Track and Field, Weak to Strong, Based on a Novel"
My Dress-Up Darling,CloverWorks,"Comedy, Ecchi, Romance, Seinen, Gyaru, Otaku Culture, School Life, Based on a Manga"
Grave of the Fireflies,Studio Ghibli,"Drama, Autobiographies, Death of a Loved One, Historical, Lifestyle Change, Melancholy, Orphans, Poverty, Siblings, War, World War 2"
JoJo's Bizarre Adventure: Phantom Blood,A.P.P.P.,"Action, Shounen, Supernatural, Based on a Manga"
Tengen Toppa Gurren Lagann: Lagann-hen,GAINAX,"Action, Mecha, Sci Fi, Combining Mecha, Super Robot, Original Work"
Haikyuu!! Movie 1: Owari to Hajimari,Production I.G,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga"
No Game No Life: Zero,MADHOUSE,"Action, Adventure, Drama, Fantasy, High Stakes Games, War, Based on a Light Novel"
Shouwa Genroku Rakugo Shinjuu,Studio DEEN,"Drama, Josei, Romance, Adult Couples, Animeism, Apprenticeship, Historical, Love Triangle, Rakugo, Based on a Manga"
Dragon Ball Super Movie: Broly,Toei Animation,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
Detective Conan Movie 20: The Darkest Nightmare,TMS Entertainment,"Action, Drama, Mystery, Shounen, Age Transformation, Amnesia, Conspiracy, Detectives, Police, Thriller, Based on a Manga"
Sasaki and Miyano,Studio DEEN,"BL, Romance, Shounen-ai, All-Boys School, Delinquents, Fudanshi, Otaku Culture, School Life, Senpai-Kouhai Relationship, Based on a Manga"
Black Lagoon: The Second Barrage,MADHOUSE,"Action, Seinen, Gangs, Guns, Lifestyle Change, Mercenaries, Based on a Manga, Mature Themes,, Nudity,, Violence"
Ace of the Diamond: Second Season,MADHOUSE,"Shounen, Sports, Baseball, Tournaments, Based on a Manga"
My Teen Romantic Comedy SNAFU Climax,feel.,"Drama, Romance, Seinen, Coming of Age, Love Triangle, School Club, School Life, Based on a Light Novel"
Evangelion: 2.0 You Can (Not) Advance,Khara,"Action, Drama, Mecha, Sci Fi, Post-apocalyptic, Super Robot, Original Work, Violence"
Major Season 6,Synergy SP,"Drama, Shounen, Sports, America, Baseball, Based on a Manga"
Bungo Stray Dogs Wan!,Nomad,"Comedy, Seinen, Slice of Life, Chibi, Gag, Short Episodes, Supernatural, Based on a Manga"
Made in Abyss: Hourou Suru Tasogare,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci Fi, Androids, Curse, Dark Fantasy, Non-Human Protagonists, Orphans, Recap, Robots"
Rascal Does Not Dream of Bunny Girl Senpai,CloverWorks,"Drama, Romance, School Life, Senpai-Kouhai Relationship, Supernatural, Based on a Light Novel"
Kingdom 2,Pierrot,"Action, Drama, Seinen, Ancient China, Historical, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga"
InuYasha: The Final Act,Sunrise,"Fantasy, Shounen, Animal Characteristics, Demons, Feudal Japan, Person in a Strange World, Time Travel, Based on a Manga"
Gintama: The Semi-Final,BN Pictures,"Comedy, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Parody, Samurai, Swordplay, Based on a Manga"
Major Season 3,Studio Hibari,"Drama, Shounen, Sports, Baseball, Based on a Manga"
Bungo Stray Dogs Movie: Dead Apple,Bones,"Action, Mystery, Seinen, Detectives, Supernatural, Superpowers, Based on a Manga, Violence"
Major: World Series,Synergy SP,"Drama, Shounen, Sports, Baseball, Based on a Manga"
Overlord,MADHOUSE,"Action, Adventure, Fantasy, Sci Fi, Dark Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Skeletons, Trapped in a Video Game, Virtual Reality, Based on a Light Novel, Violence"
Shanhe Jian Xin,Motion Magic,"Action, BL, Fantasy, Shounen-ai, Chinese Animation, Historical, Based on a Web Novel, CG Animation"
World Trigger 3rd Season,Toei Animation,"Action, Sci Fi, Shounen, Monsters, Based on a Manga"
Nausicaa of the Valley of the Wind,Top Craft,"Drama, Fantasy, Environmental, Insects, Based on a Manga"
Blue Spring Ride: Page.13,Production I.G,"Drama, Romance, Shoujo, Based on a Manga"
The Ancient Magus' Bride,WIT Studio,"Drama, Fantasy, Romance, Apprenticeship, Contemporary Fantasy, England, Europe, Interspecies Relationship, Lifestyle Change, Magic, Non-Human Protagonists, Orphans, Based on a Manga, Animal Abuse,, Mature Themes,, Physical Abuse,, Violence"
Hunter x Hunter OVA 2: Greed Island,Nippon Animation,"Action, Adventure, Shounen, Island, Martial Arts, Superpowers, Based on a Manga"
Monster,MADHOUSE,"Drama, Mystery, Seinen, Conspiracy, Crime, Doctors, Europe, Framed for a Crime, Germany, Medical, Noir, Psychological, Psychopaths, Revenge, Serial Killers, Thriller, Based on a Manga, Mature Themes,, Domestic Abuse"
Fullmetal Alchemist,Bones,"Action, Adventure, Drama, Fantasy, Mystery, Shounen, Conspiracy, Death of a Loved One, Military, Siblings, Based on a Manga, Animal Abuse,, Mature Themes,, Violence,, Domestic Abuse"
Kids on the Slope,MAPPA,"Drama, Josei, Romance, Coming of Age, Historical, Lifestyle Change, Love Triangle, Music, noitaminA, Based on a Manga"
Assassination Classroom,Lerche,"Action, Comedy, Sci Fi, Shounen, Aliens, Assassins, Non-Human Protagonists, Overpowered Main Characters, Parody, School Life, Teaching, Based on a Manga"
One Piece Film: Z,Toei Animation,"Action, Adventure, Fantasy, Shounen, Pirates, Superpowers, Based on a Manga"
Hunter x Hunter,Nippon Animation,"Action, Adventure, Fantasy, Shounen, Martial Arts, Superpowers, Based on a Manga, Violence"
Zoku Owarimonogatari,SHAFT,"Comedy, Ecchi, Mystery, Supernatural, Based on a Light Novel"
Komi Can't Communicate,OLM,"Comedy, Romance, Shounen, Mental Illness, School Life, Based on a Manga"
